A8,B8,C8,D8,E8,F8,G8,H8,A7,B7,C7,D7,E7,F7,G7,H7,A6,B6,C6,D6,E6,F6,G6,H6,A5,B5,C5,D5,E5,F5,G5,H5,A4,B4,C4,D4,E4,F4,G4,H4,A3,B3,C3,D3,E3,F3,G3,H3,A2,B2,C2,D2,E2,F2,G2,H2,A1,B1,C1,D1,E1,F1,G1,H1,Active Player,White Kingside Castling Right,White Queenside Castling Right,Black Kingside Castling Right,Black Queenside Castling Right,En passant Target,Halfmove Clock,Fullmove Number,Who is winning
1.0,1.0,0.5,0.9,1.0,1.0,1.0,1.0,0.2,1.0,0.16666666666666666,0.6666666666666666,0.0,0.4444444444444444,1.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6666666666666666,0.5,0.5,0.14285714285714285,0.0,0.2857142857142857,0.45454545454545453,0.5,0.8571428571428571,0.5,0.5,0.14285714285714285,0.0,0.5,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.6666666666666666,0.5454545454545454,0.5,1.0,1.0,0.45454545454545453,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.2727272727272727,0.1,0.0,0.0,0.2857142857142857,0.2,0.0,1.0,1.0,1.0,1.0,0.4666666666666667,0.0,0.0,0.004067796610169492
1.0,1.0,0.5,0.9,1.0,1.0,1.0,1.0,0.2,1.0,0.16666666666666666,0.6666666666666666,0.0,0.4444444444444444,1.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6666666666666666,0.5,0.5,0.14285714285714285,0.0,0.2857142857142857,0.45454545454545453,0.5,0.8571428571428571,0.5,0.5,0.14285714285714285,0.0,0.5,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.5555555555555556,0.5454545454545454,0.5,1.0,1.0,0.45454545454545453,0.45454545454545453,0.5,0.5454545454545454,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.2727272727272727,0.1,0.0,0.0,0.2857142857142857,0.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0045662100456621,0.005423728813559322
1.0,1.0,0.5,0.9,1.0,1.0,1.0,1.0,0.2,1.0,0.16666666666666666,0.5555555555555556,0.0,0.4444444444444444,1.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6666666666666666,0.5,0.5,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.45454545454545453,0.5,0.8571428571428571,0.5,0.5,0.14285714285714285,0.0,0.5,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.5555555555555556,0.5454545454545454,0.5,1.0,1.0,0.45454545454545453,0.45454545454545453,0.5,0.5454545454545454,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.2727272727272727,0.1,0.0,0.0,0.2857142857142857,0.2,0.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.0,0.0045662100456621,0.005988700564971751
1.0,1.0,0.5,0.9,1.0,1.0,1.0,1.0,0.2,1.0,0.16666666666666666,0.5555555555555556,0.0,0.4444444444444444,1.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6666666666666666,0.5,0.5,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.45454545454545453,0.5,0.8571428571428571,0.5,0.5,0.0,0.0,0.5,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.5555555555555556,0.5454545454545454,0.5,1.0,1.0,0.45454545454545453,0.45454545454545453,0.6,0.5454545454545454,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.2727272727272727,0.1,0.0,0.0,0.2857142857142857,0.2,1.0,1.0,1.0,1.0,1.0,0.9555555555555556,0.0,0.0091324200913242,0.012655367231638417
1.0,1.0,0.5,0.9,1.0,1.0,1.0,1.0,0.2,1.0,0.16666666666666666,0.5555555555555556,0.0,0.4444444444444444,1.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6666666666666666,0.5,0.5,0.14285714285714285,0.0,0.2857142857142857,0.45454545454545453,0.5,0.8571428571428571,0.5,0.5,0.0,0.16666666666666666,0.5,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.5555555555555556,0.5454545454545454,0.5,1.0,1.0,0.45454545454545453,0.45454545454545453,0.6,0.5454545454545454,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.2727272727272727,0.1,0.0,0.0,0.2857142857142857,0.2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0091324200913242,0.006666666666666667
1.0,1.0,0.5,0.9,1.0,1.0,1.0,1.0,0.2,1.0,0.16666666666666666,0.5555555555555556,0.0,0.4444444444444444,1.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6666666666666666,0.5,0.5,0.14285714285714285,0.0,0.2857142857142857,0.45454545454545453,0.25,0.8571428571428571,0.5,0.5,0.0,0.16666666666666666,0.5,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.5555555555555556,0.5454545454545454,0.5,1.0,1.0,0.45454545454545453,0.45454545454545453,0.6,0.5454545454545454,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.5454545454545454,0.1,0.0,0.0,0.2857142857142857,0.2,1.0,1.0,1.0,1.0,1.0,0.0,0.006666666666666667,0.0136986301369863,0.06305084745762712
1.0,1.0,0.5,0.4,1.0,1.0,1.0,1.0,0.2,1.0,0.16666666666666666,0.5555555555555556,0.0,0.4444444444444444,1.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6666666666666666,0.5,0.5,0.14285714285714285,0.0,0.2857142857142857,0.45454545454545453,0.9166666666666666,0.8571428571428571,0.5,0.5,0.0,0.16666666666666666,0.5,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.5555555555555556,0.5454545454545454,0.5,1.0,1.0,0.45454545454545453,0.45454545454545453,0.6,0.5454545454545454,0.5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.5454545454545454,0.1,0.0,0.0,0.2857142857142857,0.2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0136986301369863,0.06248587570621469
1.0,1.0,0.5,0.4,1.0,1.0,1.0,1.0,0.2,1.0,0.16666666666666666,0.5555555555555556,0.0,0.4444444444444444,1.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6666666666666666,0.5,0.5,0.14285714285714285,0.0,0.2857142857142857,0.45454545454545453,0.9166666666666666,0.8571428571428571,0.5,0.5,0.0,0.16666666666666666,0.5,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.5555555555555556,0.5454545454545454,0.4166666666666667,1.0,1.0,0.45454545454545453,0.45454545454545453,0.6,0.5454545454545454,0.5,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.5454545454545454,0.1,0.0,0.0,0.2857142857142857,0.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0182648401826484,0.07355932203389831
1.0,1.0,0.5,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.16666666666666666,0.5555555555555556,0.0,0.4444444444444444,1.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6666666666666666,0.5833333333333334,0.5,0.14285714285714285,0.0,0.2857142857142857,0.45454545454545453,0.9166666666666666,0.8571428571428571,0.5,0.5,0.0,0.16666666666666666,0.5,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.5555555555555556,0.5454545454545454,0.4166666666666667,1.0,1.0,0.45454545454545453,0.45454545454545453,0.6,0.5454545454545454,0.5,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.5454545454545454,0.1,0.0,0.0,0.2857142857142857,0.2,0.0,1.0,1.0,1.0,1.0,0.37777777777777777,0.0,0.0182648401826484,0.07084745762711864
1.0,1.0,0.5,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.16666666666666666,0.5555555555555556,0.0,0.4444444444444444,1.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.6666666666666666,0.5833333333333334,0.5,0.14285714285714285,0.0,0.2857142857142857,0.45454545454545453,0.9166666666666666,0.8571428571428571,0.08333333333333333,0.5,0.0,0.16666666666666666,0.5,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.5555555555555556,0.5454545454545454,0.4166666666666667,1.0,1.0,0.45454545454545453,0.45454545454545453,0.6,0.5454545454545454,0.5,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.5454545454545454,0.6,0.0,0.0,0.2857142857142857,0.2,1.0,1.0,1.0,1.0,1.0,0.0,0.006666666666666667,0.0228310502283105,0.0776271186440678
